设备类型：XXX
测量单元名称：呼叫会话统计
服务名,实例,可信度,不可信原因,测量开始时间,测量结束时间,周期(分钟),呼叫请求次数,呼叫请求成功次数,呼叫请求失败次数,呼叫成功率,呼叫失败率,统计峰值,最大并发,x业务请求次数,x业务请求成功次数,x业务请求失败次数
Media-FW,media-node-01,可信,,2026-08-30 21:20:00,2026-08-30 21:25:00,5,1454,1446,8,99.45,0.55,299,194,983,976,7
IMS-Core,ims-node-01,可信,,2026-08-30 21:25:00,2026-08-30 21:30:00,5,1146,1140,6,99.48,0.52,217,141,713,706,7
IMS-Core,ims-node-02,可信,,2026-08-30 21:25:00,2026-08-30 21:30:00,5,1227,1221,6,99.51,0.49,237,154,780,777,3
Access-GW,access-node-01,可信,,2026-08-30 21:25:00,2026-08-30 21:30:00,5,1264,1257,7,99.45,0.55,247,161,822,816,6
Access-GW,access-node-02,可信,,2026-08-30 21:25:00,2026-08-30 21:30:00,5,1316,1308,8,99.39,0.61,260,170,873,871,2
SBC,sbc-node-01,可信,,2026-08-30 21:25:00,2026-08-30 21:30:00,5,1405,1397,8,99.43,0.57,282,183,944,939,5
Media-FW,media-node-01,可信,,2026-08-30 21:25:00,2026-08-30 21:30:00,5,1480,1472,8,99.46,0.54,301,195,1008,1007,1
IMS-Core,ims-node-01,可信,,2026-08-30 21:30:00,2026-08-30 21:35:00,5,1165,1159,6,99.48,0.52,220,143,664,663,1
IMS-Core,ims-node-02,可信,,2026-08-30 21:30:00,2026-08-30 21:35:00,5,1247,1241,6,99.52,0.48,240,156,731,727,4
Access-GW,access-node-01,可信,,2026-08-30 21:30:00,2026-08-30 21:35:00,5,1282,1275,7,99.45,0.55,249,162,772,765,7
Access-GW,access-node-02,可信,,2026-08-30 21:30:00,2026-08-30 21:35:00,5,1332,1324,8,99.40,0.60,262,171,822,819,3
SBC,sbc-node-01,可信,,2026-08-30 21:30:00,2026-08-30 21:35:00,5,1423,1415,8,99.44,0.56,284,185,895,889,6
Media-FW,media-node-01,可信,,2026-08-30 21:30:00,2026-08-30 21:35:00,5,1499,1491,8,99.47,0.53,303,197,959,957,2
IMS-Core,ims-node-01,可信,,2026-08-30 21:35:00,2026-08-30 21:40:00,5,1174,1168,6,99.49,0.51,222,145,679,677,2
IMS-Core,ims-node-02,可信,,2026-08-30 21:35:00,2026-08-30 21:40:00,5,1257,1251,6,99.52,0.48,242,157,747,742,5
Access-GW,access-node-01,可信,,2026-08-30 21:35:00,2026-08-30 21:40:00,5,1290,1283,7,99.46,0.54,251,164,787,786,1
Access-GW,access-node-02,可信,,2026-08-30 21:35:00,2026-08-30 21:40:00,5,1339,1331,8,99.40,0.60,264,173,836,832,4
SBC,sbc-node-01,可信,,2026-08-30 21:35:00,2026-08-30 21:40:00,5,1431,1423,8,99.44,0.56,286,187,909,902,7
Media-FW,media-node-01,可信,,2026-08-30 21:35:00,2026-08-30 21:40:00,5,1508,1500,8,99.47,0.53,305,199,974,971,3
IMS-Core,ims-node-01,可信,,2026-08-30 21:40:00,2026-08-30 21:45:00,5,1172,1167,5,99.57,0.43,224,146,688,685,3
IMS-Core,ims-node-02,可信,,2026-08-30 21:40:00,2026-08-30 21:45:00,5,1256,1251,5,99.60,0.40,245,159,756,750,6
Access-GW,access-node-01,可信,,2026-08-30 21:40:00,2026-08-30 21:45:00,5,1286,1280,6,99.53,0.47,253,165,795,793,2
Access-GW,access-node-02,可信,,2026-08-30 21:40:00,2026-08-30 21:45:00,5,1334,1327,7,99.48,0.52,265,174,843,838,5
SBC,sbc-node-01,可信,,2026-08-30 21:40:00,2026-08-30 21:45:00,5,1428,1421,7,99.51,0.49,288,188,917,916,1
Media-FW,media-node-01,可信,,2026-08-30 21:40:00,2026-08-30 21:45:00,5,1505,1498,7,99.53,0.47,307,200,982,978,4
IMS-Core,ims-node-01,可信,,2026-08-30 21:45:00,2026-08-30 21:50:00,5,1159,1154,5,99.57,0.43,226,148,690,686,4
IMS-Core,ims-node-02,可信,,2026-08-30 21:45:00,2026-08-30 21:50:00,5,1244,1239,5,99.60,0.40,247,161,760,753,7
Access-GW,access-node-01,可信,,2026-08-30 21:45:00,2026-08-30 21:50:00,5,1272,1266,6,99.53,0.47,255,167,797,794,3
Access-GW,access-node-02,可信,,2026-08-30 21:45:00,2026-08-30 21:50:00,5,1318,1312,6,99.54,0.46,267,175,844,838,6
SBC,sbc-node-01,可信,,2026-08-30 21:45:00,2026-08-30 21:50:00,5,1413,1406,7,99.50,0.50,290,190,919,917,2
Media-FW,media-node-01,可信,,2026-08-30 21:45:00,2026-08-30 21:50:00,5,1491,1485,6,99.60,0.40,310,202,984,979,5
IMS-Core,ims-node-01,可信,,2026-08-30 21:50:00,2026-08-30 21:55:00,5,1136,1132,4,99.65,0.35,228,150,687,682,5
IMS-Core,ims-node-02,可信,,2026-08-30 21:50:00,2026-08-30 21:55:00,5,1222,1218,4,99.67,0.33,250,163,757,756,1
Access-GW,access-node-01,可信,,2026-08-30 21:50:00,2026-08-30 21:55:00,5,1248,1243,5,99.60,0.40,257,169,793,789,4
Access-GW,access-node-02,可信,,2026-08-30 21:50:00,2026-08-30 21:55:00,5,1293,1287,6,99.54,0.46,269,177,840,833,7
SBC,sbc-node-01,可信,,2026-08-30 21:50:00,2026-08-30 21:55:00,5,1390,1384,6,99.57,0.43,292,191,916,913,3
Media-FW,media-node-01,可信,,2026-08-30 21:50:00,2026-08-30 21:55:00,5,1468,1462,6,99.59,0.41,312,204,981,975,6
IMS-Core,ims-node-01,可信,,2026-08-30 21:55:00,2026-08-30 22:00:00,5,1107,1103,4,99.64,0.36,231,152,680,674,6
IMS-Core,ims-node-02,可信,,2026-08-30 21:55:00,2026-08-30 22:00:00,5,1194,1190,4,99.66,0.34,252,165,751,749,2
Access-GW,access-node-01,可信,,2026-08-30 21:55:00,2026-08-30 22:00:00,5,1217,1212,5,99.59,0.41,259,170,785,780,5
Access-GW,access-node-02,可信,,2026-08-30 21:55:00,2026-08-30 22:00:00,5,1261,1255,6,99.52,0.48,270,178,831,830,1
SBC,sbc-node-01,可信,,2026-08-30 21:55:00,2026-08-30 22:00:00,5,1360,1354,6,99.56,0.44,294,193,909,905,4
Media-FW,media-node-01,可信,,2026-08-30 21:55:00,2026-08-30 22:00:00,5,1439,1433,6,99.58,0.42,314,205,975,968,7
IMS-Core,ims-node-01,可信,,2026-08-30 22:00:00,2026-08-30 22:05:00,5,1074,1070,4,99.63,0.37,233,153,672,665,7
IMS-Core,ims-node-02,可信,,2026-08-30 22:00:00,2026-08-30 22:05:00,5,1162,1157,5,99.57,0.43,255,167,743,740,3
Access-GW,access-node-01,可信,,2026-08-30 22:00:00,2026-08-30 22:05:00,5,1183,1178,5,99.58,0.42,261,172,776,770,6
Access-GW,access-node-02,可信,,2026-08-30 22:00:00,2026-08-30 22:05:00,5,1226,1220,6,99.51,0.49,272,179,821,819,2
SBC,sbc-node-01,可信,,2026-08-30 22:00:00,2026-08-30 22:05:00,5,1326,1320,6,99.55,0.45,296,195,899,894,5
Media-FW,media-node-01,可信,,2026-08-30 22:00:00,2026-08-30 22:05:00,5,1406,1400,6,99.57,0.43,316,207,966,965,1
IMS-Core,ims-node-01,可信,,2026-08-30 22:05:00,2026-08-30 22:10:00,5,1042,1037,5,99.52,0.48,235,155,593,592,1
IMS-Core,ims-node-02,可信,,2026-08-30 22:05:00,2026-08-30 22:10:00,5,1131,1126,5,99.56,0.44,257,169,665,661,4
Access-GW,access-node-01,可信,,2026-08-30 22:05:00,2026-08-30 22:10:00,5,1150,1144,6,99.48,0.52,263,173,697,690,7
Access-GW,access-node-02,可信,,2026-08-30 22:05:00,2026-08-30 22:10:00,5,1191,1185,6,99.50,0.50,274,181,741,738,3
SBC,sbc-node-01,可信,,2026-08-30 22:05:00,2026-08-30 22:10:00,5,1293,1287,6,99.54,0.46,298,196,821,815,6
Media-FW,media-node-01,可信,,2026-08-30 22:05:00,2026-08-30 22:10:00,5,1373,1367,6,99.56,0.44,318,209,887,885,2
IMS-Core,ims-node-01,可信,,2026-08-30 22:10:00,2026-08-30 22:15:00,5,1014,1009,5,99.51,0.49,238,157,587,585,2
IMS-Core,ims-node-02,可信,,2026-08-30 22:10:00,2026-08-30 22:15:00,5,1104,1099,5,99.55,0.45,260,171,660,655,5
Access-GW,access-node-01,可信,,2026-08-30 22:10:00,2026-08-30 22:15:00,5,1121,1115,6,99.46,0.54,265,175,690,689,1
Access-GW,access-node-02,可信,,2026-08-30 22:10:00,2026-08-30 22:15:00,5,1161,1154,7,99.40,0.60,276,182,734,730,4
SBC,sbc-node-01,可信,,2026-08-30 22:10:00,2026-08-30 22:15:00,5,1264,1257,7,99.45,0.55,301,198,814,807,7
Media-FW,media-node-01,可信,,2026-08-30 22:10:00,2026-08-30 22:15:00,5,1345,1338,7,99.48,0.52,321,211,881,878,3
IMS-Core,ims-node-01,可信,,2026-08-30 22:15:00,2026-08-30 22:20:00,5,906,901,5,99.45,0.55,240,159,536,533,3
IMS-Core,ims-node-02,可信,,2026-08-30 22:15:00,2026-08-30 22:20:00,5,996,991,5,99.50,0.50,262,173,608,602,6
Access-GW,access-node-01,可信,,2026-08-30 22:15:00,2026-08-30 22:20:00,5,1011,1005,6,99.41,0.59,267,177,638,636,2
Access-GW,access-node-02,可信,,2026-08-30 22:15:00,2026-08-30 22:20:00,5,1050,1044,6,99.43,0.57,277,184,681,676,5
SBC,sbc-node-01,可信,,2026-08-30 22:15:00,2026-08-30 22:20:00,5,1155,1148,7,99.39,0.61,303,200,762,761,1
Media-FW,media-node-01,可信,,2026-08-30 22:15:00,2026-08-30 22:20:00,5,1236,1229,7,99.43,0.57,323,212,829,825,4
IMS-Core,ims-node-01,可信,,2026-08-30 22:20:00,2026-08-30 22:25:00,5,895,890,5,99.44,0.56,242,161,540,536,4
IMS-Core,ims-node-02,可信,,2026-08-30 22:20:00,2026-08-30 22:25:00,5,987,982,5,99.49,0.51,265,175,613,606,7
Access-GW,access-node-01,可信,,2026-08-30 22:20:00,2026-08-30 22:25:00,5,1000,994,6,99.40,0.60,269,178,642,639,3
Access-GW,access-node-02,可信,,2026-08-30 22:20:00,2026-08-30 22:25:00,5,1038,1032,6,99.42,0.58,279,185,684,678,6
SBC,sbc-node-01,可信,,2026-08-30 22:20:00,2026-08-30 22:25:00,5,1144,1137,7,99.39,0.61,305,201,766,764,2
Media-FW,media-node-01,可信,,2026-08-30 22:20:00,2026-08-30 22:25:00,5,1225,1218,7,99.43,0.57,325,214,833,828,5
IMS-Core,ims-node-01,可信,,2026-08-30 22:25:00,2026-08-30 22:30:00,5,896,891,5,99.44,0.56,245,123,550,545,5
IMS-Core,ims-node-02,可信,,2026-08-30 22:25:00,2026-08-30 22:30:00,5,989,984,5,99.49,0.51,267,138,624,623,1
Access-GW,access-node-01,可信,,2026-08-30 22:25:00,2026-08-30 22:30:00,5,1000,994,6,99.40,0.60,271,141,652,648,4
Access-GW,access-node-02,可信,,2026-08-30 22:25:00,2026-08-30 22:30:00,5,1037,1030,7,99.32,0.68,281,148,694,687,7
SBC,sbc-node-01,可信,,2026-08-30 22:25:00,2026-08-30 22:30:00,5,1144,1137,7,99.39,0.61,307,164,776,773,3
Media-FW,media-node-01,可信,,2026-08-30 22:25:00,2026-08-30 22:30:00,5,1226,1219,7,99.43,0.57,327,177,843,837,6
IMS-Core,ims-node-01,可信,,2026-08-30 22:30:00,2026-08-30 22:35:00,5,909,904,5,99.45,0.55,179,125,568,562,6
IMS-Core,ims-node-02,可信,,2026-08-30 22:30:00,2026-08-30 22:35:00,5,1002,997,5,99.50,0.50,202,140,642,640,2
Access-GW,access-node-01,可信,,2026-08-30 22:30:00,2026-08-30 22:35:00,5,1011,1005,6,99.41,0.59,205,143,668,663,5
Access-GW,access-node-02,可信,,2026-08-30 22:30:00,2026-08-30 22:35:00,5,1047,1040,7,99.33,0.67,215,149,709,708,1
SBC,sbc-node-01,可信,,2026-08-30 22:30:00,2026-08-30 22:35:00,5,1155,1148,7,99.39,0.61,241,166,792,788,4
Media-FW,media-node-01,可信,,2026-08-30 22:30:00,2026-08-30 22:35:00,5,1238,1231,7,99.43,0.57,262,179,860,853,7
IMS-Core,ims-node-01,可信,,2026-08-30 22:35:00,2026-08-30 22:40:00,5,931,926,5,99.46,0.54,182,127,590,583,7
IMS-Core,ims-node-02,可信,,2026-08-30 22:35:00,2026-08-30 22:40:00,5,1026,1020,6,99.42,0.58,205,142,665,662,3
Access-GW,access-node-01,可信,,2026-08-30 22:35:00,2026-08-30 22:40:00,5,1032,1026,6,99.42,0.58,208,144,690,684,6
Access-GW,access-node-02,可信,,2026-08-30 22:35:00,2026-08-30 22:40:00,5,1067,1060,7,99.34,0.66,217,151,731,729,2
SBC,sbc-node-01,可信,,2026-08-30 22:35:00,2026-08-30 22:40:00,5,1177,1170,7,99.41,0.59,244,167,814,809,5
Media-FW,media-node-01,可信,,2026-08-30 22:35:00,2026-08-30 22:40:00,5,1260,1253,7,99.44,0.56,264,181,883,882,1
IMS-Core,ims-node-01,可信,,2026-08-30 22:40:00,2026-08-30 22:45:00,5,961,956,5,99.48,0.52,184,129,547,546,1
IMS-Core,ims-node-02,可信,,2026-08-30 22:40:00,2026-08-30 22:45:00,5,1056,1050,6,99.43,0.57,207,144,622,618,4
Access-GW,access-node-01,可信,,2026-08-30 22:40:00,2026-08-30 22:45:00,5,1060,1054,6,99.43,0.57,210,146,646,639,7
Access-GW,access-node-02,可信,,2026-08-30 22:40:00,2026-08-30 22:45:00,5,1094,1087,7,99.36,0.64,219,152,686,683,3
SBC,sbc-node-01,可信,,2026-08-30 22:40:00,2026-08-30 22:45:00,5,1205,1197,8,99.34,0.66,246,169,770,764,6
Media-FW,media-node-01,可信,,2026-08-30 22:40:00,2026-08-30 22:45:00,5,1289,1281,8,99.38,0.62,266,182,839,837,2
IMS-Core,ims-node-01,可信,,2026-08-30 22:45:00,2026-08-30 22:50:00,5,994,988,6,99.40,0.60,187,131,576,574,2
IMS-Core,ims-node-02,可信,,2026-08-30 22:45:00,2026-08-30 22:50:00,5,1090,1084,6,99.45,0.55,210,146,652,647,5
Access-GW,access-node-01,可信,,2026-08-30 22:45:00,2026-08-30 22:50:00,5,1093,1086,7,99.36,0.64,212,148,675,674,1
Access-GW,access-node-02,可信,,2026-08-30 22:45:00,2026-08-30 22:50:00,5,1126,1119,7,99.38,0.62,221,154,714,710,4
SBC,sbc-node-01,可信,,2026-08-30 22:45:00,2026-08-30 22:50:00,5,1238,1230,8,99.35,0.65,248,171,799,792,7
Media-FW,media-node-01,可信,,2026-08-30 22:45:00,2026-08-30 22:50:00,5,1323,1315,8,99.40,0.60,269,184,869,866,3
IMS-Core,ims-node-01,可信,,2026-08-30 22:50:00,2026-08-30 22:55:00,5,1028,1022,6,99.42,0.58,189,133,605,602,3
IMS-Core,ims-node-02,可信,,2026-08-30 22:50:00,2026-08-30 22:55:00,5,1125,1119,6,99.47,0.53,213,148,682,676,6
Access-GW,access-node-01,可信,,2026-08-30 22:50:00,2026-08-30 22:55:00,5,1125,1118,7,99.38,0.62,214,149,703,701,2
Access-GW,access-node-02,可信,,2026-08-30 22:50:00,2026-08-30 22:55:00,5,1157,1150,7,99.39,0.61,223,155,742,737,5
SBC,sbc-node-01,可信,,2026-08-30 22:50:00,2026-08-30 22:55:00,5,1271,1263,8,99.37,0.63,250,173,828,827,1
Media-FW,media-node-01,可信,,2026-08-30 22:50:00,2026-08-30 22:55:00,5,1356,1348,8,99.41,0.59,271,186,897,893,4
IMS-Core,ims-node-01,可信,,2026-08-30 22:55:00,2026-08-30 23:00:00,5,1058,1052,6,99.43,0.57,192,135,633,629,4
IMS-Core,ims-node-02,可信,,2026-08-30 22:55:00,2026-08-30 23:00:00,5,1156,1150,6,99.48,0.52,215,150,709,702,7
Access-GW,access-node-01,可信,,2026-08-30 22:55:00,2026-08-30 23:00:00,5,1154,1147,7,99.39,0.61,217,151,729,726,3
Access-GW,access-node-02,不可信,采样窗口部分回补,2026-08-30 22:55:00,2026-08-30 23:00:00,5,1185,1178,7,99.41,0.59,225,157,768,762,6
SBC,sbc-node-01,可信,,2026-08-30 22:55:00,2026-08-30 23:00:00,5,1300,1293,7,99.46,0.54,253,175,854,852,2
Media-FW,media-node-01,不可信,采样窗口部分回补,2026-08-30 22:55:00,2026-08-30 23:00:00,5,1386,1379,7,99.49,0.51,274,188,925,920,5
IMS-Core,ims-node-01,可信,,2026-08-30 23:00:00,2026-08-30 23:05:00,5,1081,1076,5,99.54,0.46,194,137,656,651,5
IMS-Core,ims-node-02,可信,,2026-08-30 23:00:00,2026-08-30 23:05:00,5,1179,1173,6,99.49,0.51,218,152,733,732,1
Access-GW,access-node-01,可信,,2026-08-30 23:00:00,2026-08-30 23:05:00,5,1176,1170,6,99.49,0.51,219,153,752,748,4
Access-GW,access-node-02,可信,,2026-08-30 23:00:00,2026-08-30 23:05:00,5,1206,1199,7,99.42,0.58,227,159,790,783,7
SBC,sbc-node-01,可信,,2026-08-30 23:00:00,2026-08-30 23:05:00,5,1322,1315,7,99.47,0.53,255,176,877,874,3
Media-FW,media-node-01,可信,,2026-08-30 23:00:00,2026-08-30 23:05:00,5,1408,1401,7,99.50,0.50,276,190,947,941,6
IMS-Core,ims-node-01,可信,,2026-08-30 23:05:00,2026-08-30 23:10:00,5,1094,1089,5,99.54,0.46,197,139,673,667,6
IMS-Core,ims-node-02,可信,,2026-08-30 23:05:00,2026-08-30 23:10:00,5,1194,1189,5,99.58,0.42,221,154,751,749,2
Access-GW,access-node-01,可信,,2026-08-30 23:05:00,2026-08-30 23:10:00,5,1189,1183,6,99.50,0.50,221,155,769,764,5
Access-GW,access-node-02,可信,,2026-08-30 23:05:00,2026-08-30 23:10:00,5,1217,1210,7,99.42,0.58,229,160,806,805,1
SBC,sbc-node-01,可信,,2026-08-30 23:05:00,2026-08-30 23:10:00,5,1335,1328,7,99.48,0.52,258,178,894,890,4
Media-FW,media-node-01,可信,,2026-08-30 23:05:00,2026-08-30 23:10:00,5,1421,1414,7,99.51,0.49,279,192,964,957,7
IMS-Core,ims-node-01,可信,,2026-08-30 23:10:00,2026-08-30 23:15:00,5,1009,1005,4,99.60,0.40,199,141,635,628,7
IMS-Core,ims-node-02,可信,,2026-08-30 23:10:00,2026-08-30 23:15:00,5,1109,1104,5,99.55,0.45,224,156,713,710,3
Access-GW,access-node-01,可信,,2026-08-30 23:10:00,2026-08-30 23:15:00,5,1102,1097,5,99.55,0.45,224,157,730,724,6
Access-GW,access-node-02,可信,,2026-08-30 23:10:00,2026-08-30 23:15:00,5,1130,1124,6,99.47,0.53,232,162,767,765,2
SBC,sbc-node-01,可信,,2026-08-30 23:10:00,2026-08-30 23:15:00,5,1249,1243,6,99.52,0.48,260,180,855,850,5
Media-FW,media-node-01,可信,,2026-08-30 23:10:00,2026-08-30 23:15:00,5,1335,1329,6,99.55,0.45,281,194,925,924,1
IMS-Core,ims-node-01,可信,,2026-08-30 23:15:00,2026-08-30 23:20:00,5,1000,996,4,99.60,0.40,202,143,570,569,1
IMS-Core,ims-node-02,可信,,2026-08-30 23:15:00,2026-08-30 23:20:00,5,1101,1097,4,99.64,0.36,226,158,648,644,4
Access-GW,access-node-01,可信,,2026-08-30 23:15:00,2026-08-30 23:20:00,5,1092,1087,5,99.54,0.46,226,158,664,657,7
Access-GW,access-node-02,可信,,2026-08-30 23:15:00,2026-08-30 23:20:00,5,1119,1114,5,99.55,0.45,234,164,700,697,3
SBC,sbc-node-01,可信,,2026-08-30 23:15:00,2026-08-30 23:20:00,5,1239,1234,5,99.60,0.40,263,182,790,784,6
Media-FW,media-node-01,可信,,2026-08-30 23:15:00,2026-08-30 23:20:00,5,1326,1321,5,99.62,0.38,284,196,860,858,2
IMS-Core,ims-node-01,可信,,2026-08-30 23:20:00,2026-08-30 23:25:00,5,982,978,4,99.59,0.41,205,145,569,567,2
IMS-Core,ims-node-02,可信,,2026-08-30 23:20:00,2026-08-30 23:25:00,5,1083,1079,4,99.63,0.37,229,160,648,643,5
Access-GW,access-node-01,可信,,2026-08-30 23:20:00,2026-08-30 23:25:00,5,1073,1069,4,99.63,0.37,229,160,663,662,1
Access-GW,access-node-02,可信,,2026-08-30 23:20:00,2026-08-30 23:25:00,5,1099,1094,5,99.55,0.45,236,165,699,695,4
SBC,sbc-node-01,可信,,2026-08-30 23:20:00,2026-08-30 23:25:00,5,1220,1215,5,99.59,0.41,265,184,789,782,7
Media-FW,media-node-01,可信,,2026-08-30 23:20:00,2026-08-30 23:25:00,5,1308,1303,5,99.62,0.38,286,198,860,857,3
IMS-Core,ims-node-01,可信,,2026-08-30 23:25:00,2026-08-30 23:30:00,5,956,952,4,99.58,0.42,207,147,564,561,3
IMS-Core,ims-node-02,可信,,2026-08-30 23:25:00,2026-08-30 23:30:00,5,1058,1054,4,99.62,0.38,232,163,644,638,6
Access-GW,access-node-01,可信,,2026-08-30 23:25:00,2026-08-30 23:30:00,5,1046,1041,5,99.52,0.48,231,162,658,656,2
Access-GW,access-node-02,可信,,2026-08-30 23:25:00,2026-08-30 23:30:00,5,1072,1067,5,99.53,0.47,238,167,694,689,5
SBC,sbc-node-01,可信,,2026-08-30 23:25:00,2026-08-30 23:30:00,5,1194,1189,5,99.58,0.42,268,186,784,783,1
Media-FW,media-node-01,可信,,2026-08-30 23:25:00,2026-08-30 23:30:00,5,1282,1277,5,99.61,0.39,289,200,855,851,4
IMS-Core,ims-node-01,可信,,2026-08-30 23:30:00,2026-08-30 23:35:00,5,926,922,4,99.57,0.43,210,110,557,553,4
IMS-Core,ims-node-02,可信,,2026-08-30 23:30:00,2026-08-30 23:35:00,5,1029,1025,4,99.61,0.39,235,126,637,630,7
Access-GW,access-node-01,可信,,2026-08-30 23:30:00,2026-08-30 23:35:00,5,1016,1011,5,99.51,0.49,234,125,651,648,3
Access-GW,access-node-02,可信,,2026-08-30 23:30:00,2026-08-30 23:35:00,5,1040,1035,5,99.52,0.48,241,130,685,679,6
SBC,sbc-node-01,可信,,2026-08-30 23:30:00,2026-08-30 23:35:00,5,1163,1157,6,99.48,0.52,270,149,776,774,2
Media-FW,media-node-01,可信,,2026-08-30 23:30:00,2026-08-30 23:35:00,5,1252,1246,6,99.52,0.48,292,163,848,843,5
IMS-Core,ims-node-01,可信,,2026-08-30 23:35:00,2026-08-30 23:40:00,5,896,892,4,99.55,0.45,213,112,550,545,5
IMS-Core,ims-node-02,可信,,2026-08-30 23:35:00,2026-08-30 23:40:00,5,1000,996,4,99.60,0.40,238,128,631,630,1
Access-GW,access-node-01,可信,,2026-08-30 23:35:00,2026-08-30 23:40:00,5,985,980,5,99.49,0.51,236,127,643,639,4
Access-GW,access-node-02,可信,,2026-08-30 23:35:00,2026-08-30 23:40:00,5,1009,1003,6,99.41,0.59,243,132,678,671,7
SBC,sbc-node-01,可信,,2026-08-30 23:35:00,2026-08-30 23:40:00,5,1133,1127,6,99.47,0.53,273,151,769,766,3
Media-FW,media-node-01,可信,,2026-08-30 23:35:00,2026-08-30 23:40:00,5,1221,1215,6,99.51,0.49,294,165,840,834,6
IMS-Core,ims-node-01,可信,,2026-08-30 23:40:00,2026-08-30 23:45:00,5,870,866,4,99.54,0.46,216,114,545,539,6
IMS-Core,ims-node-02,可信,,2026-08-30 23:40:00,2026-08-30 23:45:00,5,974,969,5,99.49,0.51,241,130,626,624,2
Access-GW,access-node-01,可信,,2026-08-30 23:40:00,2026-08-30 23:45:00,5,958,953,5,99.48,0.52,239,129,638,633,5
Access-GW,access-node-02,可信,,2026-08-30 23:40:00,2026-08-30 23:45:00,5,981,975,6,99.39,0.61,246,133,672,671,1
SBC,sbc-node-01,可信,,2026-08-30 23:40:00,2026-08-30 23:45:00,5,1106,1100,6,99.46,0.54,275,153,764,760,4
Media-FW,media-node-01,可信,,2026-08-30 23:40:00,2026-08-30 23:45:00,5,1195,1189,6,99.50,0.50,297,167,836,829,7
IMS-Core,ims-node-01,可信,,2026-08-30 23:45:00,2026-08-30 23:50:00,5,850,846,4,99.53,0.47,218,116,544,537,7
IMS-Core,ims-node-02,可信,,2026-08-30 23:45:00,2026-08-30 23:50:00,5,955,950,5,99.48,0.52,244,132,625,622,3
Access-GW,access-node-01,可信,,2026-08-30 23:45:00,2026-08-30 23:50:00,5,938,933,5,99.47,0.53,241,131,636,630,6
Access-GW,access-node-02,可信,,2026-08-30 23:45:00,2026-08-30 23:50:00,5,960,954,6,99.38,0.62,248,135,670,668,2
SBC,sbc-node-01,可信,,2026-08-30 23:45:00,2026-08-30 23:50:00,5,1086,1080,6,99.45,0.55,278,155,763,758,5
Media-FW,media-node-01,可信,,2026-08-30 23:45:00,2026-08-30 23:50:00,5,1175,1169,6,99.49,0.51,300,169,834,833,1
IMS-Core,ims-node-01,可信,,2026-08-30 23:50:00,2026-08-30 23:55:00,5,841,836,5,99.41,0.59,221,118,479,478,1
IMS-Core,ims-node-02,可信,,2026-08-30 23:50:00,2026-08-30 23:55:00,5,946,941,5,99.47,0.53,247,135,560,556,4
Access-GW,access-node-01,可信,,2026-08-30 23:50:00,2026-08-30 23:55:00,5,927,922,5,99.46,0.54,244,133,570,563,7
Access-GW,access-node-02,可信,,2026-08-30 23:50:00,2026-08-30 23:55:00,5,949,943,6,99.37,0.63,251,137,603,600,3
SBC,sbc-node-01,可信,,2026-08-30 23:50:00,2026-08-30 23:55:00,5,1076,1070,6,99.44,0.56,281,157,697,691,6
Media-FW,media-node-01,可信,,2026-08-30 23:50:00,2026-08-30 23:55:00,5,1165,1158,7,99.40,0.60,303,171,769,767,2
IMS-Core,ims-node-01,可信,,2026-08-30 23:55:00,2026-08-31 00:00:00,5,842,837,5,99.41,0.59,156,120,489,487,2
IMS-Core,ims-node-02,可信,,2026-08-30 23:55:00,2026-08-31 00:00:00,5,948,943,5,99.47,0.53,182,137,571,566,5
Access-GW,access-node-01,可信,,2026-08-30 23:55:00,2026-08-31 00:00:00,5,928,922,6,99.35,0.65,179,135,580,579,1
Access-GW,access-node-02,可信,,2026-08-30 23:55:00,2026-08-31 00:00:00,5,949,943,6,99.37,0.63,185,139,613,609,4
SBC,sbc-node-01,可信,,2026-08-30 23:55:00,2026-08-31 00:00:00,5,1077,1070,7,99.35,0.65,216,159,707,700,7
Media-FW,media-node-01,可信,,2026-08-30 23:55:00,2026-08-31 00:00:00,5,1167,1160,7,99.40,0.60,238,173,780,777,3
IMS-Core,ims-node-01,可信,,2026-08-31 00:00:00,2026-08-31 00:05:00,5,693,690,3,99.57,0.43,125,100,415,412,3
IMS-Core,ims-node-02,可信,,2026-08-31 00:00:00,2026-08-31 00:05:00,5,829,826,3,99.64,0.36,155,120,513,507,6
Access-GW,access-node-01,可信,,2026-08-31 00:00:00,2026-08-31 00:05:00,5,738,735,3,99.59,0.41,142,111,482,480,2
Access-GW,access-node-02,可信,,2026-08-31 00:00:00,2026-08-31 00:05:00,5,721,718,3,99.58,0.42,143,112,493,488,5
SBC,sbc-node-01,可信,,2026-08-31 00:00:00,2026-08-31 00:05:00,5,897,893,4,99.55,0.45,180,136,615,614,1
Media-FW,media-node-01,可信,,2026-08-31 00:00:00,2026-08-31 00:05:00,5,1005,1001,4,99.60,0.40,205,152,697,693,4
IMS-Core,ims-node-01,可信,,2026-08-31 00:05:00,2026-08-31 00:10:00,5,639,636,3,99.53,0.47,128,102,394,390,4
IMS-Core,ims-node-02,可信,,2026-08-31 00:05:00,2026-08-31 00:10:00,5,776,773,3,99.61,0.39,158,122,493,486,7
Access-GW,access-node-01,可信,,2026-08-31 00:05:00,2026-08-31 00:10:00,5,683,680,3,99.56,0.44,144,113,461,458,3
